postgresql,driving_app_development,public,vehicle_categories,description,2,character varying,,
postgresql,driving_app_development,public,vehicle_categories,hourly_rate,3,double precision,,
postgresql,driving_app_development,public,vehicle_categories,licence_id,4,integer,,
postgresql,driving_app_development,public,vehicle_categories,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,vehicle_categories,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,vehicle_categories,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,vehicles,plate,2,character varying,,
postgresql,driving_app_development,public,vehicles,displacement,4,character varying,,
postgresql,driving_app_development,public,vehicles,vehicle_category_id,7,integer,,
postgresql,driving_app_development,public,vehicles,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,vehicles,created_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,vehicles,updated_at,9,timestamp without time zone,,
postgresql,driving_app_development,public,vehicles,brand,3,character varying,,
postgresql,driving_app_development,public,vehicles,name,5,character varying,,
postgresql,driving_app_development,public,vehicles,model_year,6,character varying,,
postgresql,driving_app_development,public,vehicle_consumes,kilometers_traveled,2,integer,,
postgresql,driving_app_development,public,vehicle_consumes,spent_gas,3,integer,,
postgresql,driving_app_development,public,vehicle_consumes,vehicle_plate_id,5,integer,,
postgresql,driving_app_development,public,vehicle_consumes,practical_student_class_id,6,integer,,
postgresql,driving_app_development,public,vehicle_consumes,created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,vehicle_consumes,updated_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,vehicle_consumes,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,vehicle_consumes,damage_description,4,character varying,,
postgresql,driving_app_development,public,practical_student_classes,student_performance,2,text,,
postgresql,driving_app_development,public,practical_student_classes,class_date,3,timestamp without time zone,,
postgresql,driving_app_development,public,practical_student_classes,student_id,4,integer,,
postgresql,driving_app_development,public,practical_student_classes,practical_class_id,5,integer,,
postgresql,driving_app_development,public,practical_student_classes,created_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,practical_student_classes,updated_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,practical_student_classes,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,theorical_student_classes,class_date,2,timestamp without time zone,,
postgresql,driving_app_development,public,theorical_student_classes,student_id,3,integer,,
postgresql,driving_app_development,public,theorical_student_classes,teacher_id,4,integer,,
postgresql,driving_app_development,public,theorical_student_classes,teoric_class_id,5,integer,,
postgresql,driving_app_development,public,theorical_student_classes,created_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,theorical_student_classes,updated_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,theorical_student_classes,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,general_costs,description,2,character varying,,
postgresql,driving_app_development,public,general_costs,created_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,general_costs,updated_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,general_costs,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,general_costs,value,3,numeric,,
postgresql,driving_app_development,public,practical_costs,description,2,character varying,,
postgresql,driving_app_development,public,practical_costs,licence_id,4,integer,,
postgresql,driving_app_development,public,practical_costs,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,practical_costs,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,practical_costs,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,practical_costs,value,3,numeric,,
postgresql,driving_app_development,public,costs,total_value,2,numeric,,
postgresql,driving_app_development,public,costs,student_id,3,integer,,
postgresql,driving_app_development,public,costs,practical_cost_id,4,integer,,
postgresql,driving_app_development,public,costs,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,costs,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,costs,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,cost_types,general_cost_id,2,integer,,
postgresql,driving_app_development,public,cost_types,cost_id,3,integer,,
postgresql,driving_app_development,public,cost_types,created_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,cost_types,updated_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,cost_types,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,student_advances,advance_value,2,numeric,,
postgresql,driving_app_development,public,student_advances,advance_date,4,timestamp without time zone,,
postgresql,driving_app_development,public,student_advances,student_id,5,integer,,
postgresql,driving_app_development,public,student_advances,cost_id,6,integer,,
postgresql,driving_app_development,public,student_advances,created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,student_advances,updated_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,student_advances,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,student_advances,description,3,character varying,,
